u,v,key,osmid,highway,lanes,name,oneway,reversed,length,rfid_c,rfid,avgspeed,time,bridge,RP1_me,RP1_fr,RP100_me,RP100_fr,RP20_me,RP20_fr,dam_RP100_al_segments,dam_RP100_al,dam_RP20_al_segments,dam_RP20_al,dam_RP1_al_segments,dam_RP1_al,risk_al_segments,risk_al,maxspeed,ref,access,junction
99089423,7195450507,0,"[1310001194, 1026394021, 1026394022, 1026394023]",trunk,"['4', '5']",Alton Road,False,False,54.664860990201966,"[3877, 4390, 3879, 7592, 4279]",1544,56.0,0.001,nan,0.3083333174387614,1.0,1.0716667175292969,1.0,0.8600000540415446,1.0,"[np.float64(13636.0), np.float64(20401.0), np.float64(10939.0), np.float64(5957.0), np.float64(2105.0)]",53038.0,"[np.float64(11899.0), np.float64(17592.0), np.float64(9407.0), np.float64(5185.0), np.float64(1793.0)]",45876.0,"[np.float64(5133.0), np.float64(7233.0), np.float64(3895.0), np.float64(2247.0), np.float64(715.0)]",19223.0,"[np.float64(8737.26), np.float64(12755.74), np.float64(6834.76), np.float64(3812.61), np.float64(1290.31)]",33430.68,35 mph,FL 907,nan,nan
99089427,99201100,0,11145743,residential,nan,12th Street,False,True,122.48039520836444,"[7042, 914, 6227, 1140, 1138, 6014]",612,43.0,0.003,nan,0.07666666805744171,0.16157133299533008,0.7506667455037435,1.0,0.5400000254313151,1.0,"[np.float64(2775.0), np.float64(538.0), np.float64(244.0), np.float64(2782.0), np.float64(546.0), np.float64(1027.0)]",7912.0,"[np.float64(2157.0), np.float64(423.0), np.float64(192.0), np.float64(2216.0), np.float64(441.0), np.float64(826.0)]",6255.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(67.0), np.float64(67.0), np.float64(33.0)]",167.0,"[np.float64(1150.97), np.float64(225.52), np.float64(102.36), np.float64(1212.2), np.float64(266.5), np.float64(455.35)]",3412.9,nan,nan,nan,nan
99089427,99255328,0,11145743,residential,nan,12th Street,False,False,125.10539690959754,"[2528, 6007, 1132, 1135]",737,43.0,0.003,nan,0.09857142823083061,0.963385159469986,0.8460000356038412,1.0,0.6420000076293946,1.0,"[np.float64(3300.0), np.float64(988.0), np.float64(4226.0), np.float64(273.0)]",8787.0,"[np.float64(2684.0), np.float64(801.0), np.float64(3445.0), np.float64(221.0)]",7151.0,"[np.float64(481.0), np.float64(79.0), np.float64(572.0), np.float64(23.0)]",1155.0,"[np.float64(1656.06), np.float64(463.66), np.float64(2103.75), np.float64(128.51)]",4351.98,nan,nan,nan,nan
99089427,7571760073,0,1306115422,trunk,5,Alton Road,False,False,99.0522965377265,"[6015, 4396, 4159]",1552,56.0,0.002,nan,0.12666665514310202,1.0,0.8825000127156576,1.0,0.6750000317891439,1.0,"[np.float64(16358.0), np.float64(10508.0), np.float64(62868.0)]",89734.0,"[np.float64(13230.0), np.float64(8589.0), np.float64(51437.0)]",73256.0,"[np.float64(1461.0), np.float64(1919.0), np.float64(11674.0)]",15054.0,"[np.float64(7733.56), np.float64(5478.32), np.float64(32892.5)]",46104.38,35 mph,FL 907,nan,nan
99089427,99089428,0,"[1306340552, 1307211050, 1306340550]",trunk,"['4', '5']",Alton Road,False,True,111.45673828380448,"[7562, 2862, 7571, 6006, 6012, 413]",307,56.0,0.002,nan,0.10090909220955589,1.0,0.8563636432994496,1.0,0.649090896953236,1.0,"[np.float64(21768.0), np.float64(22538.0), np.float64(16151.0), np.float64(8392.0), np.float64(12689.0), np.float64(11634.0)]",93172.0,"[np.float64(17729.0), np.float64(18337.0), np.float64(13050.0), np.float64(6839.0), np.float64(10223.0), np.float64(9509.0)]",75687.0,"[np.float64(2955.0), np.float64(3601.0), np.float64(1650.0), np.float64(1386.0), np.float64(902.0), np.float64(2124.0)]",12618.0,"[np.float64(10832.52), np.float64(11463.43), np.float64(7728.03), np.float64(4295.42), np.float64(5869.5), np.float64(6064.88)]",46253.78,35 mph,FL 907,nan,nan
99089428,99201098,0,83069296,residential,2,11th Street,False,True,122.89191726027364,"[6219, 3759, 913, 6229, 1399]",611,43.0,0.003,nan,0.19866666793823243,1.0,0.9539999643961589,1.0,0.7426666259765625,1.0,"[np.float64(3624.0), np.float64(2784.0), np.float64(737.0), np.float64(1169.0), np.float64(1160.0)]",9474.0,"[np.float64(2965.0), np.float64(2315.0), np.float64(611.0), np.float64(965.0), np.float64(961.0)]",7817.0,"[np.float64(764.0), np.float64(792.0), np.float64(220.0), np.float64(271.0), np.float64(308.0)]",2355.0,"[np.float64(1939.29), np.float64(1605.64), np.float64(429.05), np.float64(641.47), np.float64(656.8)]",5272.25,nan,nan,nan,nan
99089428,99317390,0,758008557,residential,2,11th Street,False,False,241.61247991098563,"[5834, 5808, 1394, 6003, 1396]",909,48.0,0.005,nan,0.256296299121998,1.0,1.0033333389847368,1.0,0.8029629742657697,1.0,"[np.float64(772.0), np.float64(6705.0), np.float64(2129.0), np.float64(995.0), np.float64(8702.0)]",19303.0,"[np.float64(650.0), np.float64(5674.0), np.float64(1822.0), np.float64(822.0), np.float64(7282.0)]",16250.0,"[np.float64(240.0), np.float64(2132.0), np.float64(704.0), np.float64(216.0), np.float64(2604.0)]",5896.0,"[np.float64(458.91), np.float64(4022.48), np.float64(1300.16), np.float64(539.34), np.float64(5102.55)]",11423.44,30 mph,nan,nan,nan
99089428,10246620879,0,"[655537477, 655537478, 1306340551, 1306095281, 129195125]",trunk,"['4', '5']",Alton Road,False,True,250.2532035337317,"[3746, 6215, 7560, 6217, 3849, 6571, 3755, 2864, 4211, 6231, 4377, 7546, 4379, 415]",1603,56.0,0.004,nan,0.26629629841557256,1.0,1.0174073819760923,1.0,0.8111111676251447,1.0,"[np.float64(1950.0), np.float64(9488.0), np.float64(14876.0), np.float64(5496.0), np.float64(25717.0), np.float64(5982.0), np.float64(4437.0), np.float64(3352.0), np.float64(23453.0), np.float64(9316.0), np.float64(49793.0), np.float64(38666.0), np.float64(15709.0), np.float64(8652.0)]",216887.0,"[np.float64(1622.0), np.float64(8057.0), np.float64(12616.0), np.float64(4542.0), np.float64(21522.0), np.float64(4969.0), np.float64(3692.0), np.float64(2765.0), np.float64(20757.0), np.float64(7643.0), np.float64(41349.0), np.float64(33839.0), np.float64(13299.0), np.float64(7210.0)]",183882.0,"[np.float64(585.0), np.float64(3050.0), np.float64(4834.0), np.float64(1431.0), np.float64(7529.0), np.float64(1737.0), np.float64(1331.0), np.float64(817.0), np.float64(9705.0), np.float64(1971.0), np.float64(13453.0), np.float64(15228.0), np.float64(5049.0), np.float64(2427.0)]",69147.0,"[np.float64(1139.27), np.float64(5721.6), np.float64(8987.35), np.float64(3092.89), np.float64(15001.18), np.float64(3464.19), np.float64(2592.87), np.float64(1857.31), np.float64(15588.18), np.float64(4998.99), np.float64(28351.72), np.float64(25143.58), np.float64(9452.55), np.float64(4981.34)]",130373.02,35 mph,FL 907,nan,nan
99089435,7564787836,0,"[47471638, 809024295]",trunk,"['3', '2']",Alton Road,True,False,267.85577195272043,"[416, 2752, 4352, 419, 2767, 6897, 1745, 6165, 4348, 4349, 4382]",308,56.0,0.005,nan,0.3033333531132451,1.0,1.059629652235243,1.0,0.8485184422245732,1.0,"[np.float64(2710.0), np.float64(5589.0), np.float64(12068.0), np.float64(12552.0), np.float64(18007.0), np.float64(5889.0), np.float64(12895.0), np.float64(2897.0), np.float64(10307.0), np.float64(14607.0), np.float64(23580.0)]",121101.0,"[np.float64(2256.0), np.float64(4579.0), np.float64(10640.0), np.float64(10299.0), np.float64(15853.0), np.float64(5433.0), np.float64(11661.0), np.float64(2430.0), np.float64(8623.0), np.float64(12205.0), np.float64(20983.0)]",104962.0,"[np.float64(747.0), np.float64(1268.0), np.float64(4975.0), np.float64(2607.0), np.float64(7327.0), np.float64(2999.0), np.float64(6024.0), np.float64(841.0), np.float64(3121.0), np.float64(4490.0), np.float64(9990.0)]",44389.0,"[np.float64(1552.84), np.float64(3036.58), np.float64(7991.96), np.float64(6712.89), np.float64(11867.77), np.float64(4290.53), np.float64(9020.44), np.float64(1689.24), np.float64(6060.07), np.float64(8612.44), np.float64(15839.23)]",76673.99,35 mph,FL 907,nan,nan
99089435,99201097,0,"[584649868, 584649869]",residential,nan,8th Street,False,True,121.42104762077474,"[6223, 912, 6160, 3762, 3765, 1534]",610,43.0,0.003,nan,0.3999999931880406,1.0,1.1550000054495675,1.0,0.9421428271702358,1.0,"[np.float64(3459.0), np.float64(853.0), np.float64(1060.0), np.float64(1596.0), np.float64(700.0), np.float64(2631.0)]",10299.0,"[np.float64(3184.0), np.float64(786.0), np.float64(879.0), np.float64(1398.0), np.float64(619.0), np.float64(2374.0)]",9240.0,"[np.float64(1750.0), np.float64(466.0), np.float64(292.0), np.float64(633.0), np.float64(296.0), np.float64(1205.0)]",4642.0,"[np.float64(2511.1), np.float64(636.01), np.float64(605.6), np.float64(1040.56), np.float64(468.0), np.float64(1826.44)]",7087.71,nan,nan,nan,nan
99089435,10246438365,0,"[1305011872, 1120300205, 1120300206, 1120321287]",trunk,"['4', '5']",Alton Road,False,False,95.94669273431357,"[6564, 6568, 7533, 3761, 6161, 4380]",1600,56.0,0.002,nan,0.2760000228881836,1.0,1.0260000228881836,1.0,0.8170000076293945,1.0,"[np.float64(34097.0), np.float64(9957.0), np.float64(13396.0), np.float64(13857.0), np.float64(7678.0), np.float64(11065.0)]",90050.0,"[np.float64(29340.0), np.float64(8277.0), np.float64(11323.0), np.float64(12006.0), np.float64(6345.0), np.float64(9168.0)]",76459.0,"[np.float64(12475.0), np.float64(2939.0), np.float64(4306.0), np.float64(5176.0), np.float64(1999.0), np.float64(3049.0)]",29944.0,"[np.float64(21471.84), np.float64(5791.85), np.float64(8052.12), np.float64(8817.28), np.float64(4320.64), np.float64(6318.38)]",54772.11,35 mph,FL 907,nan,nan
99089435,604127396,0,86626726,trunk,1,Alton Road,True,False,139.85056241790338,"[6163, 2763, 2758, 1743]",1083,56.0,0.002,nan,0.27800000508626305,1.0,1.0319999694824218,1.0,0.822666613260905,1.0,"[np.float64(1437.0), np.float64(12369.0), np.float64(1222.0), np.float64(13110.0)]",28138.0,"[np.float64(1194.0), np.float64(10801.0), np.float64(1010.0), np.float64(10977.0)]",23982.0,"[np.float64(389.0), np.float64(4848.0), np.float64(318.0), np.float64(3982.0)]",9537.0,"[np.float64(818.92), np.float64(8020.36), np.float64(687.66), np.float64(7718.36)]",17245.3,35 mph,FL 907,nan,nan
99089435,12497045254,0,"[38843008, 809021250, 38843014, 47471626, 992203327]",trunk_link,"['1', '2']",nan,True,False,602.6666680580694,"[1683, 4627, 1685, 1686, 1687, 1688, 1689, 6164, 7079, 7080, 7081, 7082, 7085, 7086, 2751, 66, 7619, 68, 67, 1734, 2756, 2754, 2762, 2764, 2765, 2766, 2768, 1747, 2149, 4337, 4338, 4339, 4340]",1650,56.0,0.011,yes,1.253728575625662,0.8846042608614603,1.8745454730409565,1.0,1.681692387507512,0.9834939468292778,"[np.float64(2683.0), np.float64(18820.0), np.float64(13261.0), np.float64(10542.0), np.float64(1593.0), np.float64(1563.0), np.float64(1600.0), np.float64(2632.0), np.float64(3653.0), np.float64(4191.0), np.float64(3680.0), np.float64(3732.0), np.float64(1391.0), np.float64(2923.0), np.float64(3835.0), np.float64(1398.0), np.float64(9932.0), np.float64(1316.0), np.float64(1220.0), np.float64(2526.0), np.float64(11518.0), np.float64(2082.0), np.float64(1454.0), np.float64(7896.0), np.float64(7980.0), np.float64(3124.0), np.float64(1386.0), np.float64(3578.0), np.float64(1621.0), np.float64(3101.0), np.float64(1486.0), np.float64(1281.0), np.float64(2276.0)]",141274.0,"[np.float64(2281.0), np.float64(16298.0), np.float64(10743.0), np.float64(8658.0), np.float64(1391.0), np.float64(1388.0), np.float64(1395.0), np.float64(2192.0), np.float64(3653.0), np.float64(4191.0), np.float64(3677.0), np.float64(3689.0), np.float64(939.0), np.float64(2365.0), np.float64(3068.0), np.float64(1248.0), np.float64(9932.0), np.float64(1172.0), np.float64(1092.0), np.float64(758.0), np.float64(9592.0), np.float64(1734.0), np.float64(1271.0), np.float64(7083.0), np.float64(6581.0), np.float64(3083.0), np.float64(1168.0), np.float64(3535.0), np.float64(1397.0), np.float64(2646.0), np.float64(1323.0), np.float64(1052.0), np.float64(1771.0)]",122366.0,"[np.float64(894.0), np.float64(7089.0), np.float64(1754.0), np.float64(2497.0), np.float64(622.0), np.float64(665.0), np.float64(608.0), np.float64(725.0), np.float64(3636.0), np.float64(4148.0), np.float64(3575.0), np.float64(3585.0), np.float64(nan), np.float64(494.0), np.float64(245.0), np.float64(600.0), np.float64(9897.0), np.float64(559.0), np.float64(537.0), np.float64(671.0), np.float64(3361.0), np.float64(574.0), np.float64(566.0), np.float64(3512.0), np.float64(1918.0), np.float64(2984.0), np.float64(437.0), np.float64(3431.0), np.float64(599.0), np.float64(1038.0), np.float64(639.0), np.float64(328.0), np.float64(135.0)]",62323.0,"[np.float64(1634.24), np.float64(11999.38), np.float64(6548.76), np.float64(5788.04), np.float64(1031.78), np.float64(1049.82), np.float64(1027.32), np.float64(1508.38), np.float64(3644.92), np.float64(4170.58), np.float64(3628.64), np.float64(3640.89), np.float64(506.54), np.float64(1493.02), np.float64(1750.08), np.float64(944.7), np.float64(9915.38), np.float64(885.14), np.float64(832.22), np.float64(769.72), np.float64(6690.05), np.float64(1193.44), np.float64(941.61), np.float64(5411.16), np.float64(4408.04), np.float64(3037.2), np.float64(827.32), np.float64(3486.89), np.float64(1024.67), np.float64(1895.85), np.float64(1002.99), np.float64(714.97), np.float64(1009.05)]",94412.79,35 mph,nan,nan,nan
99089438,99201089,0,293376026,residential,nan,6th Street,False,True,96.53976436499003,"[3750, 6221, 6158, 911, 4342, 6905, 2654]",609,43.0,0.002,nan,0.42357141630990164,1.0,1.1885713849748885,1.0,0.9742856706891742,1.0,"[np.float64(1546.0), np.float64(666.0), np.float64(392.0), np.float64(542.0), np.float64(917.0), np.float64(1850.0), np.float64(2389.0)]",8302.0,"[np.float64(1318.0), np.float64(608.0), np.float64(352.0), np.float64(493.0), np.float64(845.0), np.float64(1683.0), np.float64(2205.0)]",7504.0,"[np.float64(526.0), np.float64(321.0), np.float64(173.0), np.float64(254.0), np.float64(477.0), np.float64(872.0), np.float64(1287.0)]",3910.0,"[np.float64(948.64), np.float64(473.42), np.float64(268.18), np.float64(380.94), np.float64(672.36), np.float64(1302.79), np.float64(1774.47)]",5820.8,nan,nan,nan,nan
99089438,7564787836,0,809024294,trunk,2,Alton Road,True,False,4.527339024448005,4351,1546,56.0,0.0,nan,0.3499999940395355,1.0,1.1100000143051147,1.0,0.8999999761581421,1.0,[np.float64(1891.0)],1891.0,[np.float64(1666.0)],1666.0,[np.float64(761.0)],761.0,[np.float64(1242.88)],1242.88,35 mph,FL 907,nan,nan
99089441,604127398,0,680642391,trunk,1,Alton Road,True,False,17.28264229571267,423,313,56.0,0.0,nan,0.41499999165534973,1.0,1.190000057220459,1.0,0.9700000286102295,1.0,[np.float64(3686.0)],3686.0,[np.float64(3343.0)],3343.0,[np.float64(1706.0)],1706.0,[np.float64(2575.72)],2575.72,35 mph,FL 907,nan,nan
99089441,604127394,0,680642392,trunk,2,5th Street,True,False,15.0893262733196,1740,1079,56.0,0.0,nan,0.4699999888737996,1.0,1.246666669845581,1.0,1.0266666412353516,1.0,[np.float64(6631.0)],6631.0,[np.float64(6100.0)],6100.0,[np.float64(3404.0)],3404.0,[np.float64(4835.33)],4835.33,35 mph,FL A1A,nan,nan
99089446,99373606,0,"[424832294, 1424872895]",residential,2,4th Street,False,True,78.92968585629256,"[3715, 6062, 2289, 2546, 7032, 6457, 1503]",992,43.0,0.002,nan,0.20555554495917427,0.9378437142119397,0.9630000114440918,1.0,0.740999984741211,1.0,"[np.float64(2453.0), np.float64(326.0), np.float64(765.0), np.float64(237.0), np.float64(318.0), np.float64(304.0), np.float64(1743.0)]",6146.0,"[np.float64(2075.0), np.float64(266.0), np.float64(631.0), np.float64(200.0), np.float64(257.0), np.float64(260.0), np.float64(1399.0)]",5088.0,"[np.float64(766.0), np.float64(75.0), np.float64(201.0), np.float64(70.0), np.float64(64.0), np.float64(99.0), np.float64(250.0)]",1525.0,"[np.float64(1464.56), np.float64(177.08), np.float64(430.77), np.float64(139.36), np.float64(167.16), np.float64(184.84), np.float64(863.54)]",3427.31,nan,nan,nan,nan
99089970,99089972,0,11120535,residential,2,West 24th Street,False,True,97.40569851265755,"[7435, 431]",320,40.0,0.002,nan,,0.0,0.38909088481556287,1.0,0.18888888094160292,0.809971805449162,"[np.float64(2179.0), np.float64(1338.0)]",3517.0,"[np.float64(1034.0), np.float64(377.0)]",1411.0,"[np.float64(nan), np.float64(nan)]",0.0,"[np.float64(577.2), np.float64(226.76)]",803.96,25 mph,nan,private,nan
99089972,99089975,0,11120535,residential,2,West 24th Street,False,True,73.30640942625297,434,322,40.0,0.002,nan,,0.0,0.38555555873446995,1.0,0.15111109945509169,1.0,[np.float64(2713.0)],2713.0,[np.float64(1063.0)],1063.0,[np.float64(nan)],0.0,[np.float64(607.57)],607.57,25 mph,nan,private,nan
99089975,99089977,0,11120535,residential,2,West 24th Street,False,True,88.31327188446511,"[7429, 437]",327,40.0,0.002,nan,,0.0,0.5409091169183905,1.0,0.3036363558335738,1.0,"[np.float64(2541.0), np.float64(1913.0)]",4454.0,"[np.float64(1477.0), np.float64(1072.0)]",2549.0,"[np.float64(nan), np.float64(nan)]",0.0,"[np.float64(807.34), np.float64(588.03)]",1395.37,25 mph,nan,private,nan
99094771,4316670867,0,432720274,residential,1,Flamingo Drive,True,False,29.61146636676365,"[3200, 3217, 3224, 441, 3196]",328,43.0,0.001,nan,,0.0,0.5119999885559082,1.0,0.39750000834465027,0.8224224844581005,"[np.float64(84.0), np.float64(115.0), np.float64(146.0), np.float64(198.0), np.float64(182.0)]",725.0,"[np.float64(52.0), np.float64(71.0), np.float64(101.0), np.float64(145.0), np.float64(57.0)]",426.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(28.26), np.float64(38.6), np.float64(54.37), np.float64(77.72), np.float64(33.67)]",232.62,nan,nan,nan,nan
99094771,99192671,0,11137446,residential,nan,West 24th Terrace,True,False,69.53574552736185,"[898, 3174, 3193, 3227, 2655]",598,43.0,0.002,nan,,0.0,0.34100000858306884,1.0,0.25714285033089773,0.704844294721385,"[np.float64(1255.0), np.float64(147.0), np.float64(364.0), np.float64(123.0), np.float64(190.0)]",2079.0,"[np.float64(553.0), np.float64(97.0), np.float64(263.0), np.float64(64.0), np.float64(77.0)]",1054.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(311.38), np.float64(52.42), np.float64(141.1), np.float64(35.37), np.float64(43.82)]",584.09,nan,nan,nan,nan
99094771,4316670806,0,432720274,residential,1,Flamingo Drive,True,False,70.78824682183618,"[3204, 3239, 3247, 3183, 3195, 3197, 3198]",1436,43.0,0.002,nan,,0.0,0.4199999895962802,1.0,0.2619999885559082,0.9713738033440776,"[np.float64(54.0), np.float64(518.0), np.float64(267.0), np.float64(118.0), np.float64(205.0), np.float64(140.0), np.float64(96.0)]",1398.0,"[np.float64(26.0), np.float64(366.0), np.float64(159.0), np.float64(63.0), np.float64(89.0), np.float64(136.0), np.float64(70.0)]",909.0,"[np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(14.49), np.float64(196.71), np.float64(86.71), np.float64(34.72), np.float64(50.2), np.float64(71.52), np.float64(37.53)]",491.88,nan,nan,nan,nan
99094775,99094778,0,432720281,residential,2,Flamingo Drive,False,True,26.180485150713693,446,331,43.0,0.001,nan,,0.0,0.2440000057220459,1.0,0.10000000397364299,0.838890001808954,[np.float64(613.0)],613.0,[np.float64(211.0)],211.0,[np.float64(nan)],0.0,[np.float64(122.84)],122.84,nan,nan,nan,nan
99094775,4316670806,0,432720274,residential,1,Flamingo Drive,True,False,17.80386916037686,"[442, 3245, 3182]",330,43.0,0.0,nan,,0.0,0.375,1.0,0.1850000023841858,1.0,"[np.float64(46.0), np.float64(201.0), np.float64(76.0)]",323.0,"[np.float64(20.0), np.float64(99.0), np.float64(41.0)]",160.0,"[np.float64(nan), np.float64(nan), np.float64(nan)]",0.0,"[np.float64(11.28), np.float64(55.04), np.float64(22.57)]",88.89,nan,nan,nan,nan
